split_blocking_group_id,partition,benchmark_positive_herb_count,positive_pair_count,total_group_member_count,degree_bin_counts_json,tie_break_key,assignment_order,initial_partition,final_partition,moved_during_local_improvement,final_group_signature
HBG_0d485f163e75,validation,1,21,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 1, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",11686df5cbcfbd1ff65097269a6eca30ba3f21786c44a7ceb59b32bb472390de,339,test,validation,True,c57db120bc8293889a78ecc421a123af3335489b9565560d446e2ab6b8480e7b
HBG_0d58166cffce,train,1,82,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 1, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",8033713965a178ded298ac9184415737fc5f0b826ec6c8274b4ff8d2b0aad2c0,232,train,train,False,f76b9dce772684cbef192281b2a3651dc8329fa50b2ec8452e859ba0fb75fedf
HBG_0d75e84c8cdd,train,1,9,1,"{""D01_1_4"": 0, ""D02_5_9"": 1, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",8c22dd377f3afc40874e986021511135e43344b697b682b88ddac34559961e6a,405,train,train,False,7bd6e208af0239932253cb6715537bfcfd5b4c62aa9db092ea113cabed032644
HBG_0e3e9104d4dd,validation,1,116,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 1, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",193879624bafb208d67a39b1e8a07f537e9b74ca00bc34a56858665d6fbfb3ef,204,train,validation,True,c6b9bdc911c30644f8db1bdd90d950646092a7e73ade13d5f08b3170bc147eed
HBG_0eb7cffdf36f,train,1,57,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 1, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",ea956dc15bdac2e0a6f8ee080989f8fd5a77c07643f74fe84032fb015ba55d57,255,train,train,False,0f465b9a53916c778a6d600dd81899dde105cdc660e94abcbad43f544135a6f3
HBG_0eebdfbfdb5f,train,5,315,5,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 5, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",46c2e11344ba9584c66376048c628301c92d245295045359c39c1f5981370a1c,9,train,train,False,04c2b8d293378d25f3e5ca844a8bdbac9963c94eb222d399a7a4a6d748d800b6
HBG_0f1b5d1e0e26,train,1,1,1,"{""D01_1_4"": 1, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",3a40eb4cc4f1bdfe1887e9c2de649000dbdc1cba192a3ddcb5c2eb940a7b7cca,461,validation,train,True,7917366fb54630e68ecf515bf08f24c2c778fa0c9eae18bce42dfa9fb55df404
HBG_102f0062f0a8,train,1,1,1,"{""D01_1_4"": 1, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",2b3f9263b88c67c653ca56b50926251fb3e0c11bc5c7dffcd2562f864e0bef32,460,validation,train,True,54c840ba0226f1aa8ead141716db6178b1abd8964beef4df2eb0e1d0ae2c04cb
HBG_1068856da35d,train,2,640,2,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 2, ""D08_400_PLUS"": 0}",58b0d2c71eb628bbf8d908c706983318aec238763be3f55f0f61f6e8305e61da,58,train,train,False,000079b41515532ea1d95027591b37fd6e1f346b7735d8e48e15c3d2a67cf941
HBG_107f6ad73c18,test,1,75,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 1, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",52e0065eb5e23e4d9476b31a296675de70d9dcf5491e4b6f7fb7d0e81b44bc22,240,train,test,True,4a6a410b1a1a6b2b95784856dd331b1762c7b5052bd327890781629a78f7fd0b
HBG_11f2a588f305,train,1,3,1,"{""D01_1_4"": 1, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",be37a8f2bd7d50aaec0ba5a0fee8a9a20cdd9888cb0b1ac9b80bb86dbae38c95,443,validation,train,True,2fc69c60f853e61af40b0f84859b2097f6c5a8e08941bb13b099f8c4a4637e8b
HBG_123c28dcb2a4,validation,1,86,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 1, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",6f8659324788b21d2a13969bdf2b865fd7f453fb95ac4da9a60f28c88cab9841,226,train,validation,True,8e6001717da0bbb049995815372527893b5ea4580386a0b7acf323a74321fe16
HBG_12730193310a,train,1,1,1,"{""D01_1_4"": 1, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",24ccda82ca43a3daf03307082c323fcefbbc63c5758fb5c22436b2f223bd3b8a,456,train,train,False,162e4e11a74988aceaacdd243a3f1b3525745ce0424f806b213bbb7f3848236b
HBG_13183e8a372a,train,1,3,1,"{""D01_1_4"": 1, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",4d00563385ac88e12634de24521632149385cfd8e5ede66fe19d2ed4e6a5a350,438,test,train,True,87e521f323ad684b7cacc8deda00b8e20fab4bef55f2ac0e104baeafa6872a25
HBG_1431584e10f4,validation,1,237,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 1, ""D08_400_PLUS"": 0}",73ffdfe7e06d3a69ac7713f7d707ff6b1cc2996b9cda089efcaf20192aacb6da,172,train,validation,True,fb55a31b27b0662ee95dbda372d0497b44d914d5ff9ee9f1479a37a900bf0219
HBG_147057346d5e,test,1,100,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 1, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",9e4de2ed42bc3d3e46fd1d520fcb322c3692427a31c05273132f34e69c0c46f6,217,train,test,True,d30f511ae16e3a239e8381ea032031bed2c47e91058abc5b965444766a7c7f1d
HBG_15021dd7a4db,train,1,42,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 1, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",63451c1989eeca814af46fd2ed2a53902ae018a6f1bdc620cc3829ac4836a074,281,test,train,True,61acb0f937dd22db93aac749afecd15b2b5ec1703655c25ed696564e08c4edf0
HBG_155729ed5825,train,1,6,1,"{""D01_1_4"": 0, ""D02_5_9"": 1, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",9360750e32c34e3d61be1cd23a83079ab14239b7aa471c84a1521c9ae32d3b7a,423,test,train,True,70f9c863b1722abcc35fdad6b5b040cadb2cab209f7314171cce03e332c331cd
HBG_17ae6d886f10,train,1,13,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 1, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",40b67500b6121bf370e24485bf0ffb10eb86d39c2b26b992d68607cb3ef27939,367,train,train,False,3ade95e951d54ccd7a82e967ee390e0a70025507b0cea5d3f4969a590f319b9a
HBG_17cb7e8426b9,train,3,129,3,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 3, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",be3919e1fc768dd6b9c49371b91c7bf2f74cbed6337f7e66bd11b51b7f01f741,39,train,train,False,5dee38fd4fc299dff7740920650fda2872be794d927bbc485e9994642668b1b2
HBG_17e0687d24b6,train,5,1469,5,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 1, ""D07_200_399"": 4, ""D08_400_PLUS"": 0}",19f677372b574f6e3480dfcf2ff221a55d2fc728a4a81be73e668bad80025936,5,train,train,False,094f6b8e8dfc9ce082c48c832a73f1744d693b5aa86fc06e6488ce8ecb6156c0
HBG_189f3a701e2b,test,1,355,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 1, ""D08_400_PLUS"": 0}",18be2e53940ae09377c08430749035f4d432d86bc84e3d1429003646e3354ada,126,train,test,True,4b19d1cbb61be589970af909dba1e7440213a962d00cb5455b689ebf9ea4a861
HBG_1900ff27f557,validation,1,350,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 1, ""D08_400_PLUS"": 0}",bc9db9875169dfe00a14f1dca434666ecbf5208829fd5391e9bf5bbbc83f0185,127,train,validation,True,62aaa1cbe753bba8c1b42b1e9bd22a9bdfe8d9f4b7a0db0de629a92fe106c0d0
HBG_1911acd50b6e,train,1,327,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 1, ""D08_400_PLUS"": 0}",fa83cab82bb89f2cb5ad61d6c5e42a13cc251b7a19658187735cff92a6bc2ea4,138,train,train,False,e4ca6b97dd47e4dcbe93a1cb425c729a9a4d2080679fa1ce404fa0a442d9a71c
HBG_19a1c3f77d5d,train,1,24,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 1, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",f38d1be198547b3edc7cd70bfbcf1f93741cf3415f06563ea43c17e4fca3fcbf,329,validation,train,True,5bd2f5e515a66b1fa55bc4c11c7616aa6c6426dd9d76d23f42e258ef292aa255
HBG_19db8d1b42bf,train,2,318,2,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 2, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",aec7d1e268806ab78e7e84d55fd13d8f86db386bad623ef51dc3f4d0266d220b,73,train,train,False,ba753df6916627607412918c63811b73a2a6227d14949623b1c6a873e787f5f4
HBG_1ad666fe50ea,train,2,2,2,"{""D01_1_4"": 2, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",1627ba27cf0ca9ddb1250fde18d230718e7f5447ea1fa4e0e98f0f4c67d66089,108,train,train,False,51e74199a0b50cff4c8862bf211128b43e239825a329bb70e428f0b7437da933
HBG_1b8c1875da4c,train,2,18,2,"{""D01_1_4"": 0, ""D02_5_9"": 2, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",46b1d0d67ad00a2bac8057869d4a163164da72fcfe01b9c70b77c4279e1d2ecf,105,train,train,False,61229a55060e91991810bd8f61278b682e628ff87a3998afe041e714c3151665
HBG_1c4eb6b50cff,train,1,136,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 1, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",aef518f997019d0ca79d4d2077715c6b0ec47ca86512019edf9f8d00fb3c7c84,195,train,train,False,9941c7eb4b2adfd737e23fb24c5d05ad04751c0b1dff44546312e2e4d984eb25
HBG_1c53ad8297f8,train,2,408,2,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 2, ""D08_400_PLUS"": 0}",8af18c0d724c54bc273a25e93641bb36e3b6fd2e21cd1c9c778e0cfb8f9990df,69,train,train,False,5eaf51a84e81115295eea01eb8042b1663bcebf58488e7459d65ddecd8724568
HBG_1c6fe51c19dd,train,1,179,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 1, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",13d42ef61f7d3361221c9d6afc05508be1f8dd85bac9ad8a53f716a3a0e9bfb0,181,train,train,False,ba8873760c617916b3218130f493f4477cc84e1a5fbf5754d551dc83498c2603
HBG_1c7a88bf329e,train,1,152,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 1, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",5a9a8397a3130fdbc65c5780c8cb79badd25d09e92c861d9b9e287d80646703a,190,train,train,False,ed16edf8e132b4eacad511bf7c1609aa90a7a89126c7d11e941b32e67add7331
HBG_1ce2cbd827ee,train,1,5,1,"{""D01_1_4"": 0, ""D02_5_9"": 1, ""D03_10_19"": 0, ""D04_20_49"": 0, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",bb1ee5ff46500107df44abf39c101a5ad7ff77905fe2ab441d5d14cc5b8c0789,429,test,train,True,8c6e38eadf642457f56ca02f04450065d7a0924747de5d2824c112967b936d81
HBG_1cf6493ae947,train,1,22,1,"{""D01_1_4"": 0, ""D02_5_9"": 0, ""D03_10_19"": 0, ""D04_20_49"": 1, ""D05_50_99"": 0, ""D06_100_199"": 0, ""D07_200_399"": 0, ""D08_400_PLUS"": 0}",4635d89001e94cc2a0f4a58a2ce362bf0940c95d56b9385b5080155cb785c184,335,train,train,False,ad36a2f1ba44b75c14d5d1a44f34f6c027818d5c6c5c0fca2d247816ae2f1f85
